"plot","pont","peso.seco","peso.saco","peso.flor_g","peso.fruto_g","peso.galho_g","peso.folha_g","data","obs","date2","years","months","days","weight_g"
"K26","A",14.16,8.36,0,0,0.17,6.01,"3/4/2018","",2018-04-03,"2018","04","03",5.8
"K26","B",16.27,8.36,0,0,5.88,2.7,"3/4/2018","",2018-04-03,"2018","04","03",7.91
"K26","C",12.95,8.36,0,0,1.03,3.95,"3/4/2018","",2018-04-03,"2018","04","03",4.59
"K26","D",14.96,8.36,0,0,0.92,6.28,"3/4/2018","",2018-04-03,"2018","04","03",6.6
"K27","A",15.68,8.36,0,2.61,0.37,4.93,"3/4/2018","",2018-04-03,"2018","04","03",7.32
"K27","B",12.66,8.36,0,0,0.53,4,"3/4/2018","",2018-04-03,"2018","04","03",4.3
"K27","C",10.12,8.36,0,0,0.76,1.12,"3/4/2018","",2018-04-03,"2018","04","03",1.76
"K27","D",18.34,8.36,0,0,1.45,9.28,"3/4/2018","",2018-04-03,"2018","04","03",9.98
"E16","A",13.49,7.87,0,0,1.68,4.02,"18/04/2018","",2018-04-18,"2018","04","18",5.62
"E16","B",8.56,7.87,0,0,0.29,0.58,"18/04/2018","",2018-04-18,"2018","04","18",0.69
"E16","C",8.59,7.87,0,0,0,0.72,"18/04/2018","",2018-04-18,"2018","04","18",0.72
"E16","D",9.51,7.87,0,0,0,1.64,"18/04/2018","",2018-04-18,"2018","04","18",1.64
"E17","A",26.72,7.87,0,0,0.59,18.95,"18/04/2018","",2018-04-18,"2018","04","18",18.85
"E17","B",14.29,7.87,0,0,0.07,6.75,"18/04/2018","",2018-04-18,"2018","04","18",6.42
"E17","C",12.84,7.87,0,0,0,4.97,"18/04/2018","",2018-04-18,"2018","04","18",4.97
"E17","D",11.4,7.87,0,0,0,3.53,"18/04/2018","",2018-04-18,"2018","04","18",3.53
"E21","A",10.12,7.87,0,0,0.24,2.19,"18/04/2018","",2018-04-18,"2018","04","18",2.25
"E21","B",11.36,7.87,0,0,0,3.49,"18/04/2018","",2018-04-18,"2018","04","18",3.49
"E21","C",19.32,7.87,0,0,0,11.45,"18/04/2018","",2018-04-18,"2018","04","18",11.45
"E21","D",15.41,7.87,0,1.7,0.34,5.76,"18/04/2018","",2018-04-18,"2018","04","18",7.54
"E22","A",10.8,7.87,0,0,0,2.93,"18/04/2018","",2018-04-18,"2018","04","18",2.93
"E22","B",14.24,7.87,0,0,0.19,6.29,"18/04/2018","",2018-04-18,"2018","04","18",6.37
"E22","C",10.81,7.87,0,0,0.26,2.88,"18/04/2018","",2018-04-18,"2018","04","18",2.94
"E22","D",14,7.87,0,0.2,0.49,5.64,"18/04/2018","",2018-04-18,"2018","04","18",6.13
"E26","A",10.66,7.87,0,0,0,2.79,"18/04/2018","",2018-04-18,"2018","04","18",2.79
"E26","B",0,0,0,0,0,0,"18/04/2018","sem folha",2018-04-18,"2018","04","18",0
"E26","C",50.49,7.87,0,42.62,0,0.99,"18/04/2018","",2018-04-18,"2018","04","18",42.62
"E26","D",31.09,7.87,0,0,0,23.22,"18/04/2018","",2018-04-18,"2018","04","18",23.22
"E27","A",37.36,7.87,0,27.53,0.24,2.32,"18/04/2018","",2018-04-18,"2018","04","18",29.49
"E27","B",12.57,7.87,0,0,0.89,4.07,"18/04/2018","",2018-04-18,"2018","04","18",4.7
"E27","C",14.63,7.87,0,1.82,0.3,4.77,"18/04/2018","",2018-04-18,"2018","04","18",6.76
"E27","D",11.7,7.87,0,0,0,3.83,"18/04/2018","",2018-04-18,"2018","04","18",3.83
"F16","A",13.4,7.98,0,0,0,5.42,"18/04/2018","",2018-04-18,"2018","04","18",5.42
"F16","B",15.64,7.98,0,0.26,0.58,7.14,"18/04/2018","",2018-04-18,"2018","04","18",7.66
"F16","C",0,0,0,0,0,0,"18/04/2018","sem folha",2018-04-18,"2018","04","18",0
"F16","D",0,0,0,0,0,0,"18/04/2018","sem folha",2018-04-18,"2018","04","18",0
"F17","A",19.31,7.98,0,1.83,1.17,9,"18/04/2018","",2018-04-18,"2018","04","18",11.33
"F17","B",10.44,7.98,0,1.07,,1.78,"18/04/2018","",2018-04-18,"2018","04","18",2.46
"F17","C",0,0,0,0,0,0,"18/04/2018","sem folha",2018-04-18,"2018","04","18",0
"F17","D",11.12,7.98,0,0,0.3,3.19,"18/04/2018","",2018-04-18,"2018","04","18",3.14
"F21","A",12.11,7.98,0,0,0.96,3.43,"18/04/2018","",2018-04-18,"2018","04","18",4.13
"F21","B",10.73,7.98,0,0,0,2.75,"18/04/2018","",2018-04-18,"2018","04","18",2.75
"F21","C",11.36,7.98,0,0,0,3.38,"18/04/2018","",2018-04-18,"2018","04","18",3.38
"F21","D",10.21,7.98,0,0,0,2.23,"18/04/2018","",2018-04-18,"2018","04","18",2.23
"F22","A",10.51,7.98,0,0,0.42,2.46,"18/04/2018","",2018-04-18,"2018","04","18",2.53
"F22","B",13.49,7.98,0,0.08,0.56,5.28,"18/04/2018","",2018-04-18,"2018","04","18",5.51
"F22","C",11.61,7.98,0,0,0,3.63,"18/04/2018","",2018-04-18,"2018","04","18",3.63
"F22","D",19.3,7.98,0,0,0.75,11.02,"18/04/2018","",2018-04-18,"2018","04","18",11.32
"F26","A",11.85,7.98,0,0,0.17,3.9,"18/04/2018","",2018-04-18,"2018","04","18",3.87
"F26","B",11.49,7.98,0,1.78,0,2.03,"18/04/2018","",2018-04-18,"2018","04","18",3.51
"F26","C",11.35,7.98,0,0,0.19,3.5,"18/04/2018","",2018-04-18,"2018","04","18",3.37
"F26","D",9.81,7.98,0,0,0,1.83,"18/04/2018","",2018-04-18,"2018","04","18",1.83
"F27","A",15.8,7.98,0,0,0,7.82,"18/04/2018","",2018-04-18,"2018","04","18",7.82
"F27","B",11.48,7.98,0,0,0.78,3,"18/04/2018","",2018-04-18,"2018","04","18",3.5
"F27","C",16.39,7.98,0,3.1,1.31,4.33,"18/04/2018","",2018-04-18,"2018","04","18",8.41
"F27","D",10.06,7.98,0,0,0,2.08,"18/04/2018","",2018-04-18,"2018","04","18",2.08
"J16","A",12.42,7.99,0,0.69,0.26,3.74,"18/04/2018","",2018-04-18,"2018","04","18",4.43
"J16","B",26.07,7.99,0,0,3.12,15.56,"18/04/2018","",2018-04-18,"2018","04","18",18.08
"J16","C",14.42,7.99,0,1.77,0.41,4.68,"18/04/2018","",2018-04-18,"2018","04","18",6.43
"J16","D",10.67,7.99,0,0,0,2.68,"18/04/2018","",2018-04-18,"2018","04","18",2.68
"J17","A",9.54,7.99,0,0,0,1.55,"18/04/2018","",2018-04-18,"2018","04","18",1.55
"J17","B",9.86,7.99,0,0,0.37,0.73,"18/04/2018","",2018-04-18,"2018","04","18",1.87
"J17","C",12.05,7.99,0,0.95,0,3.44,"18/04/2018","",2018-04-18,"2018","04","18",4.06
"J17","D",12.31,7.99,0,1.83,0,2.78,"18/04/2018","",2018-04-18,"2018","04","18",4.32
"J21","A",13.45,7.99,0,,0.06,5.72,"18/04/2018","",2018-04-18,"2018","04","18",5.46
"J21","B",0,0,0,0,0,0,"18/04/2018","sem folha",2018-04-18,"2018","04","18",0
"J21","C",17.45,7.99,0,0,6.39,3.64,"18/04/2018","",2018-04-18,"2018","04","18",9.46
"J21","D",12.17,7.99,0,0,0,4.18,"18/04/2018","",2018-04-18,"2018","04","18",4.18
"J22","A",11.76,7.99,0,0,0,3.77,"18/04/2018","",2018-04-18,"2018","04","18",3.77
"J22","B",13.86,7.99,0,2.41,0,3.82,"18/04/2018","",2018-04-18,"2018","04","18",5.87
"J22","C",21.66,7.99,0,0,0.97,13.45,"18/04/2018","",2018-04-18,"2018","04","18",13.67
"J22","D",12.9,7.99,0,0,0,4.91,"18/04/2018","",2018-04-18,"2018","04","18",4.91
"J26","A",10.86,7.99,0,0.34,0,2.78,"18/04/2018","",2018-04-18,"2018","04","18",2.87
"J26","B",14.19,7.99,0,0.77,0.32,5.51,"18/04/2018","",2018-04-18,"2018","04","18",6.2
"J26","C",56.16,7.99,0,43.68,0.75,4.96,"18/04/2018","",2018-04-18,"2018","04","18",48.17
"J26","D",12.82,7.99,0,0,0,4.83,"18/04/2018","",2018-04-18,"2018","04","18",4.83
"J27","A",9.42,7.99,0,0,0,1.43,"18/04/2018","",2018-04-18,"2018","04","18",1.43
"J27","B",10.9,7.99,0,0,0,2.91,"18/04/2018","",2018-04-18,"2018","04","18",2.91
"J27","C",8.17,7.99,0,0,0,0.18,"18/04/2018","",2018-04-18,"2018","04","18",0.18
"J27","D",13.3,7.99,0,0,0.3,5.16,"18/04/2018","",2018-04-18,"2018","04","18",5.31
"K16","A",0,0,0,0,0,0,"18/04/2018","sem folha",2018-04-18,"2018","04","18",0
"K16","B",8.79,7.97,0,0,0,0.82,"18/04/2018","",2018-04-18,"2018","04","18",0.819999999999999
"K16","C",11.76,7.97,0,0,0,3.79,"18/04/2018","",2018-04-18,"2018","04","18",3.79
"K16","D",11.4,7.97,0,0,0,3.43,"18/04/2018","",2018-04-18,"2018","04","18",3.43
"K17","A",13.18,7.97,0,0,0.29,5.28,"18/04/2018","",2018-04-18,"2018","04","18",5.21
"K17","B",9.87,7.97,0,0,0,1.9,"18/04/2018","",2018-04-18,"2018","04","18",1.9
"K17","C",10.64,7.97,0,0,0,2.67,"18/04/2018","",2018-04-18,"2018","04","18",2.67
"K17","D",10.8,7.97,0,0,0.09,2.97,"18/04/2018","",2018-04-18,"2018","04","18",2.83
"K21","A",16.39,7.97,0,0,7.57,1.43,"18/04/2018","",2018-04-18,"2018","04","18",8.42
"K21","B",10,7.97,0,0,0,2.03,"18/04/2018","",2018-04-18,"2018","04","18",2.03
"K21","C",10.88,7.97,0,0.14,0,3.11,"18/04/2018","",2018-04-18,"2018","04","18",2.91
"K21","D",10.53,7.97,0,0,0,2.56,"18/04/2018","",2018-04-18,"2018","04","18",2.56
"K22","A",15.69,7.97,0,0,0,7.72,"18/04/2018","",2018-04-18,"2018","04","18",7.72
"K22","B",10.03,7.97,0,0,0,2.06,"18/04/2018","",2018-04-18,"2018","04","18",2.06
"K22","C",15.1,7.97,0,0,0,7.13,"18/04/2018","",2018-04-18,"2018","04","18",7.13
"K22","D",9.55,7.97,0,0,0.15,1.31,"18/04/2018","",2018-04-18,"2018","04","18",1.58
"K26","A",11.12,7.97,0,0,0,3.15,"18/04/2018","",2018-04-18,"2018","04","18",3.15
"K26","B",14.82,7.97,0,0.58,0.71,5.76,"18/04/2018","",2018-04-18,"2018","04","18",6.85
"K26","C",12.05,7.97,0,0,2.46,1.9,"18/04/2018","",2018-04-18,"2018","04","18",4.08
"K26","D",9.73,7.97,0,0,0,7.76,"18/04/2018","",2018-04-18,"2018","04","18",1.76
"K27","A",10.1,7.97,0,0,0,2.13,"18/04/2018","",2018-04-18,"2018","04","18",2.13
"K27","B",10.14,7.97,0,0,0,2.17,"18/04/2018","",2018-04-18,"2018","04","18",2.17
"K27","C",12.09,7.97,0,0,0.26,4.18,"18/04/2018","",2018-04-18,"2018","04","18",4.12
"K27","D",45.67,7.97,0,0,29.6,11.36,"18/04/2018","",2018-04-18,"2018","04","18",37.7
"E16","A",13.32,7.68,0,0,0,5.64,"1/5/2018","",2018-05-01,"2018","05","01",5.64
"E16","B",9.35,7.68,0,0,0,1.67,"1/5/2018","",2018-05-01,"2018","05","01",1.67
"E16","C",9.02,7.68,0,0,0,1.34,"1/5/2018","",2018-05-01,"2018","05","01",1.34
"E16","D",8.48,7.68,0,0,0,0.8,"1/5/2018","",2018-05-01,"2018","05","01",0.800000000000001
"E17","A",16.94,7.68,0,3.24,0,6.65,"1/5/2018","",2018-05-01,"2018","05","01",9.26
"E17","B",0,0,0,0,0,0,"1/5/2018","sem folha",2018-05-01,"2018","05","01",0
"E17","C",11.58,7.68,0,0.12,0.38,3.62,"1/5/2018","",2018-05-01,"2018","05","01",3.9
"E17","D",11.15,7.68,0,0,1.53,2.21,"1/5/2018","",2018-05-01,"2018","05","01",3.47
"E21","A",12.42,7.68,0,0,0,4.74,"1/5/2018","",2018-05-01,"2018","05","01",4.74
"E21","B",10.53,7.68,0,0,0,2.85,"1/5/2018","",2018-05-01,"2018","05","01",2.85
"E21","C",16.14,7.68,0,0.07,0,8.86,"1/5/2018","",2018-05-01,"2018","05","01",8.46
"E21","D",10.23,7.68,0,0.39,0,2.39,"1/5/2018","",2018-05-01,"2018","05","01",2.55
"E22","A",13.02,7.68,0,0,0,5.34,"1/5/2018","",2018-05-01,"2018","05","01",5.34
"E22","B",10.4,7.68,0,0,0,2.72,"1/5/2018","",2018-05-01,"2018","05","01",2.72
"E22","C",11.91,7.68,0,0,0.17,4.4,"1/5/2018","",2018-05-01,"2018","05","01",4.23
"E22","D",11.61,7.68,0,0,0.08,4.08,"1/5/2018","",2018-05-01,"2018","05","01",3.93
"E26","A",9.03,7.68,0,0,0,1.35,"1/5/2018","",2018-05-01,"2018","05","01",1.35
"E26","B",11.53,7.68,0,0,0,3.85,"1/5/2018","",2018-05-01,"2018","05","01",3.85
"E26","C",17.17,7.68,0,0,0,9.49,"1/5/2018","",2018-05-01,"2018","05","01",9.49
"E26","D",48.55,7.68,0,46.65,0.5,2.12,"1/5/2018","",2018-05-01,"2018","05","01",40.87
"E27","A",21.83,7.68,0,8.58,0,6.5,"1/5/2018","",2018-05-01,"2018","05","01",14.15
"E27","B",9.65,7.68,0,0,0.46,1.63,"1/5/2018","",2018-05-01,"2018","05","01",1.97
"E27","C",9.63,7.68,0,0.68,0,1.62,"1/5/2018","",2018-05-01,"2018","05","01",1.95
"E27","D",9.2,7.68,0,0,0,1.52,"1/5/2018","",2018-05-01,"2018","05","01",1.52
"F16","A",19.22,7.68,0,0,0.67,11.84,"1/5/2018","",2018-05-01,"2018","05","01",11.54
"F16","B",15.55,7.68,0,0,0,7.87,"1/5/2018","",2018-05-01,"2018","05","01",7.87
"F16","C",13.57,7.68,0,0,0.42,5.94,"1/5/2018","",2018-05-01,"2018","05","01",5.89
"F16","D",10.88,7.68,0,0,0.26,3.18,"1/5/2018","",2018-05-01,"2018","05","01",3.2
"F17","A",11.82,7.68,0,0,0,4.14,"1/5/2018","",2018-05-01,"2018","05","01",4.14
"F17","B",10.17,7.68,0,0.11,1.03,1.69,"1/5/2018","",2018-05-01,"2018","05","01",2.49
"F17","C",18.86,7.68,0,6.06,0,5.77,"1/5/2018","",2018-05-01,"2018","05","01",11.18
"F17","D",8.83,7.68,0,0.05,0,1.03,"1/5/2018","",2018-05-01,"2018","05","01",1.15
"F21","A",8.6,7.68,0,0,0,0.92,"1/5/2018","",2018-05-01,"2018","05","01",0.92
"F21","B",13.69,7.68,0,0.19,0.89,5.47,"1/5/2018","",2018-05-01,"2018","05","01",6.01
"F21","C",10.2,7.68,0,0,0.73,2.13,"1/5/2018","",2018-05-01,"2018","05","01",2.52
"F21","D",12.09,7.68,0,0,0,4.41,"1/5/2018","",2018-05-01,"2018","05","01",4.41
"F22","A",10.66,7.68,0,0,0,2.98,"1/5/2018","",2018-05-01,"2018","05","01",2.98
"F22","B",13.83,7.68,0,0.28,0,6.48,"1/5/2018","",2018-05-01,"2018","05","01",6.15
"F22","C",10.45,7.68,0,0,0.33,2.69,"1/5/2018","",2018-05-01,"2018","05","01",2.77
"F22","D",12.79,7.68,0,0,0,5.11,"1/5/2018","",2018-05-01,"2018","05","01",5.11
"F26","A",10.83,7.68,0,0,0,3.15,"1/5/2018","",2018-05-01,"2018","05","01",3.15
"F26","B",13.09,7.68,0,0.52,0,5.24,"1/5/2018","",2018-05-01,"2018","05","01",5.41
"F26","C",12.49,7.68,0,0,0.55,4.57,"1/5/2018","",2018-05-01,"2018","05","01",4.81
"F26","D",10.74,7.68,0,0,0,3.06,"1/5/2018","",2018-05-01,"2018","05","01",3.06
"F27","A",11.06,7.68,0,0,0,3.38,"1/5/2018","",2018-05-01,"2018","05","01",3.38
"F27","B",12.93,7.68,0,0,0,5.25,"1/5/2018","",2018-05-01,"2018","05","01",5.25
"F27","C",16.95,7.68,0,7.88,0,2.02,"1/5/2018","",2018-05-01,"2018","05","01",9.27
"F27","D",9.74,7.68,0,0,0,2.06,"1/5/2018","",2018-05-01,"2018","05","01",2.06
"J16","A",14.18,7.68,0,4.36,0,2.09,"1/5/2018","",2018-05-01,"2018","05","01",6.5
"J16","B",9.94,7.68,0,0,1.17,1.03,"1/5/2018","",2018-05-01,"2018","05","01",2.26
"J16","C",17.06,7.68,0,0.94,3.3,5.74,"1/5/2018","",2018-05-01,"2018","05","01",9.38
"J16","D",11.29,7.68,0,0,0,3.61,"1/5/2018","",2018-05-01,"2018","05","01",3.61
"J17","A",11.78,7.68,0,0,0,4.1,"1/5/2018","",2018-05-01,"2018","05","01",4.1
"J17","B",18.04,7.68,0,0,0.95,10.03,"1/5/2018","",2018-05-01,"2018","05","01",10.36
"J17","C",11.6,7.68,0,0,0,3.92,"1/5/2018","",2018-05-01,"2018","05","01",3.92
"J17","D",10.87,7.68,0,1.65,0,1.76,"1/5/2018","",2018-05-01,"2018","05","01",3.19
"J21","A",15.62,7.68,0,0,0,7.94,"1/5/2018","",2018-05-01,"2018","05","01",7.94
"J21","B",14.45,7.68,0,0,0,6.77,"1/5/2018","",2018-05-01,"2018","05","01",6.77
"J21","C",9.18,7.68,0,0,0,1.5,"1/5/2018","",2018-05-01,"2018","05","01",1.5
"J21","D",13.13,7.68,0,0,0,5.45,"1/5/2018","",2018-05-01,"2018","05","01",5.45
"J22","A",11.61,7.68,0,0,0,3.93,"1/5/2018","",2018-05-01,"2018","05","01",3.93
"J22","B",9.17,7.68,0,0.6,0,1.05,"1/5/2018","",2018-05-01,"2018","05","01",1.49
"J22","C",9.1,7.68,0,0.32,0,1.03,"1/5/2018","",2018-05-01,"2018","05","01",1.42
"J22","D",13.29,7.68,0,0,0,5.61,"1/5/2018","",2018-05-01,"2018","05","01",5.61
"J26","A",15.22,7.68,0,3.81,0,4.03,"1/5/2018","",2018-05-01,"2018","05","01",7.54
"J26","B",13.43,7.68,0,0,0,5.75,"1/5/2018","",2018-05-01,"2018","05","01",5.75
"J26","C",52.03,7.68,0,39.17,0,7.61,"1/5/2018","",2018-05-01,"2018","05","01",44.35
"J26","D",16.2,7.68,0,0,0.99,8.46,"1/5/2018","",2018-05-01,"2018","05","01",8.52
"J27","A",9.75,7.68,0,0,0,2.07,"1/5/2018","",2018-05-01,"2018","05","01",2.07
"J27","B",11.73,7.68,0,0,0.43,3.73,"1/5/2018","",2018-05-01,"2018","05","01",4.05
"J27","C",9.67,7.68,0,0,0,1.99,"1/5/2018","",2018-05-01,"2018","05","01",1.99
"J27","D",16.75,7.68,0,0,0,9.07,"1/5/2018","",2018-05-01,"2018","05","01",9.07
"K16","A",0,0,0,0,0,0,"1/5/2018","sem folha",2018-05-01,"2018","05","01",0
"K16","B",8.44,7.79,0,0,0.16,0.57,"1/5/2018","",2018-05-01,"2018","05","01",0.649999999999999
"K16","C",13.04,7.79,0,0,0.35,5.28,"1/5/2018","",2018-05-01,"2018","05","01",5.25
"K16","D",12.29,7.79,0,0,0.41,4.68,"1/5/2018","",2018-05-01,"2018","05","01",4.5
"K17","A",9,7.79,0,0,0,1.21,"1/5/2018","",2018-05-01,"2018","05","01",1.21
"K17","B",13.5,7.79,0,0,0.12,6.09,"1/5/2018","",2018-05-01,"2018","05","01",5.71
"K17","C",16.31,7.79,0,0,0.22,9.14,"1/5/2018","",2018-05-01,"2018","05","01",8.52
"K17","D",14.24,7.79,0,0,0,6.45,"1/5/2018","",2018-05-01,"2018","05","01",6.45
"K21","A",11.35,7.79,0,0,0.75,3.13,"1/5/2018","",2018-05-01,"2018","05","01",3.56
"K21","B",11.36,7.79,0,0,0,3.57,"1/5/2018","",2018-05-01,"2018","05","01",3.57
"K21","C",14.26,7.79,0,0,2.64,4.32,"1/5/2018","",2018-05-01,"2018","05","01",6.47
"K21","D",10.02,7.79,0,0,0,2.23,"1/5/2018","",2018-05-01,"2018","05","01",2.23
"K22","A",13,7.79,0,0,0.98,4.58,"1/5/2018","",2018-05-01,"2018","05","01",5.21
"K22","B",10.5,7.79,0,0,0.53,2.43,"1/5/2018","",2018-05-01,"2018","05","01",2.71
"K22","C",13.02,7.79,0,0,1.46,4.19,"1/5/2018","",2018-05-01,"2018","05","01",5.23
"K22","D",10.15,7.79,0,0,0,2.36,"1/5/2018","",2018-05-01,"2018","05","01",2.36
"K26","A",10.78,7.79,0,0,0,2.99,"1/5/2018","",2018-05-01,"2018","05","01",2.99
"K26","B",13.17,7.79,0,0.87,0,4.71,"1/5/2018","",2018-05-01,"2018","05","01",5.38
"K26","C",10.78,7.79,0,0,1.93,1.26,"1/5/2018","",2018-05-01,"2018","05","01",2.99
"K26","D",14.49,7.79,0,0,0,6.7,"1/5/2018","",2018-05-01,"2018","05","01",6.7
"K27","A",10.59,7.79,0,0,0,2.8,"1/5/2018","",2018-05-01,"2018","05","01",2.8
"K27","B",8.51,7.79,0,0,0,0.72,"1/5/2018","",2018-05-01,"2018","05","01",0.72
"K27","C",9.2,7.79,0,0,0,1.41,"1/5/2018","",2018-05-01,"2018","05","01",1.41
"K27","D",15.21,7.79,0,0,0,7.42,"1/5/2018","",2018-05-01,"2018","05","01",7.42
"E16","A",18.95,7.88,0,0,0.33,3.86,"15/05/2018","",2018-05-15,"2018","05","15",11.07
"E16","B",11.9,7.88,0,0,0,4.02,"15/05/2018","",2018-05-15,"2018","05","15",4.02
"E16","C",10.38,7.88,0,0,0,2.5,"15/05/2018","",2018-05-15,"2018","05","15",2.5
"E16","D",13.27,7.88,0,0,0.28,5.29,"15/05/2018","",2018-05-15,"2018","05","15",5.39
"E17","A",17.36,7.88,0,4.15,0.4,5.47,"15/05/2018","",2018-05-15,"2018","05","15",9.48
"E17","B",8.07,7.88,0,0,0,0.19,"15/05/2018","",2018-05-15,"2018","05","15",0.19
"E17","C",8.86,7.88,0,0,0.19,1.13,"15/05/2018","",2018-05-15,"2018","05","15",0.98
"E17","D",18.62,7.88,0,0,5.25,6.36,"15/05/2018","",2018-05-15,"2018","05","15",10.74
"E21","A",12.2,7.88,0,0,0,4.32,"15/05/2018","",2018-05-15,"2018","05","15",4.32
"E21","B",9.7,7.88,0,0,0,1.82,"15/05/2018","",2018-05-15,"2018","05","15",1.82
"E21","C",10.43,7.88,0,0,0,2.55,"15/05/2018","",2018-05-15,"2018","05","15",2.55
"E21","D",16.56,7.88,0,2.98,0.17,6.23,"15/05/2018","",2018-05-15,"2018","05","15",8.68
"E22","A",12.34,7.88,0,0,0,4.46,"15/05/2018","",2018-05-15,"2018","05","15",4.46
"E22","B",18.12,7.88,0,0,6.53,4.73,"15/05/2018","",2018-05-15,"2018","05","15",10.24
"E22","C",16.73,7.88,0,0,0.28,9.27,"15/05/2018","",2018-05-15,"2018","05","15",8.85
"E22","D",10.52,7.88,0,0,0,2.64,"15/05/2018","",2018-05-15,"2018","05","15",2.64
"E26","A",8.96,7.88,0,0,0,1.08,"15/05/2018","",2018-05-15,"2018","05","15",1.08
"E26","B",11.42,7.88,0,0,0,2.54,"15/05/2018","",2018-05-15,"2018","05","15",3.54
"E26","C",12.74,7.88,0,2.65,0,2.44,"15/05/2018","",2018-05-15,"2018","05","15",4.86
"E26","D",10.07,7.88,0,0,0,2.19,"15/05/2018","",2018-05-15,"2018","05","15",2.19
"E27","A",16.11,7.88,0,0.52,0.36,7.92,"15/05/2018","",2018-05-15,"2018","05","15",8.23
"E27","B",15.81,7.88,0,0,1.32,7.12,"15/05/2018","",2018-05-15,"2018","05","15",7.93
"E27","C",9.94,7.88,0,0,0,2.06,"15/05/2018","",2018-05-15,"2018","05","15",2.06
"E27","D",11.83,7.88,0,0,0,3.95,"15/05/2018","",2018-05-15,"2018","05","15",3.95
"F16","A",22.68,7.88,0,0,1.31,14.37,"15/05/2018","",2018-05-15,"2018","05","15",14.8
"F16","B",16.02,7.88,0,0,0,8.14,"15/05/2018","",2018-05-15,"2018","05","15",8.14
"F16","C",12.04,7.88,0,0,0.21,4.2,"15/05/2018","",2018-05-15,"2018","05","15",4.16
"F16","D",10.14,7.88,0,0,0,2.26,"15/05/2018","",2018-05-15,"2018","05","15",2.26
"F17","A",13.89,7.88,0,0,0,6.01,"15/05/2018","",2018-05-15,"2018","05","15",6.01
"F17","B",11.14,7.88,0,0,0,3.26,"15/05/2018","",2018-05-15,"2018","05","15",3.26
"F17","C",22.25,7.88,0,0.39,0,14.9,"15/05/2018","",2018-05-15,"2018","05","15",14.37
"F17","D",11.06,7.88,0,0,0.26,3.28,"15/05/2018","",2018-05-15,"2018","05","15",3.18
"F21","A",9.48,7.88,0,0,0,1.6,"15/05/2018","",2018-05-15,"2018","05","15",1.6
"F21","B",10.66,7.88,0,0,0,2.78,"15/05/2018","",2018-05-15,"2018","05","15",2.78
"F21","C",12.31,7.88,0,0,0,4.43,"15/05/2018","",2018-05-15,"2018","05","15",4.43
"F21","D",9.77,7.88,0,0,0,1.89,"15/05/2018","",2018-05-15,"2018","05","15",1.89
"F22","A",10.66,7.88,0,0,0,2.78,"15/05/2018","",2018-05-15,"2018","05","15",2.78
"F22","B",14.7,7.88,0,0,0,6.82,"15/05/2018","",2018-05-15,"2018","05","15",6.82
"F22","C",9.85,7.88,0,0,0,1.97,"15/05/2018","",2018-05-15,"2018","05","15",1.97
"F22","D",10.02,7.88,0,0,0,2.14,"15/05/2018","",2018-05-15,"2018","05","15",2.14
"F26","A",11.5,7.88,0,0.16,0.13,3.7,"15/05/2018","",2018-05-15,"2018","05","15",3.62
"F26","B",11.56,7.88,0,0,0,3.68,"15/05/2018","",2018-05-15,"2018","05","15",3.68
"F26","C",13.68,7.88,0,0,0,5.8,"15/05/2018","",2018-05-15,"2018","05","15",5.8
"F26","D",9.32,7.88,0,0,0,1.44,"15/05/2018","",2018-05-15,"2018","05","15",1.44
"F27","A",13.57,7.88,0,0,0.27,5.86,"15/05/2018","",2018-05-15,"2018","05","15",5.69
"F27","B",14.02,7.88,0,0,0.34,6.3,"15/05/2018","",2018-05-15,"2018","05","15",6.14
"F27","C",12.36,7.88,0,0,0,4.48,"15/05/2018","",2018-05-15,"2018","05","15",4.48
"F27","D",16.76,7.88,0,0,0,8.88,"15/05/2018","",2018-05-15,"2018","05","15",8.88
"J16","A",13.8,7.64,0,1.83,0.95,3.15,"15/05/2018","",2018-05-15,"2018","05","15",6.16
"J16","B",9.01,7.64,0,0,0,1.37,"15/05/2018","",2018-05-15,"2018","05","15",1.37
"J16","C",17.7,7.64,0,0.7,2.75,7.23,"15/05/2018","",2018-05-15,"2018","05","15",10.06
"J16","D",12.88,7.64,0,0,1.59,3.99,"15/05/2018","",2018-05-15,"2018","05","15",5.24
"J17","A",14.31,7.64,0,0,0,6.67,"15/05/2018","",2018-05-15,"2018","05","15",6.67
"J17","B",15.79,7.64,0,0,0.56,8.12,"15/05/2018","",2018-05-15,"2018","05","15",8.15
"J17","C",17.06,7.64,0,1.84,0,12.3,"15/05/2018","",2018-05-15,"2018","05","15",9.42
"J17","D",20.92,7.64,0,1.97,0,7.9,"15/05/2018","",2018-05-15,"2018","05","15",13.28
"J21","A",15.49,7.64,0,0,0,7.85,"15/05/2018","",2018-05-15,"2018","05","15",7.85
"J21","B",11.09,7.64,0,0,0,3.45,"15/05/2018","",2018-05-15,"2018","05","15",3.45
"J21","C",15.5,7.64,0,0,0.42,8.03,"15/05/2018","",2018-05-15,"2018","05","15",7.86
"J21","D",14.36,7.64,0,0,1.99,5.2,"15/05/2018","",2018-05-15,"2018","05","15",6.72
"J22","A",10.89,7.64,0,0,0,3.25,"15/05/2018","",2018-05-15,"2018","05","15",3.25
"J22","B",10.27,7.64,0,0,0.55,2.48,"15/05/2018","",2018-05-15,"2018","05","15",2.63
