"linhas","xdist","transecto","ydist","FILE","Time","AB12","Mask","Model","Comp","LAI","SEL","DIFN","MTA","SEM","SMP","Prompt1","Prompt2","Rspns1","file_name","ano","mes","dia","hora","minuto","status"
17,800,"C",100,6,"3/26/2008 06:47"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.84,"0.01","0.064",48,7,2,"LINHA  ","PONTO  ","17","LAI_ABC_marco2008_17a18.txt","2008","3","26","6","47","bom"
17,800,"R",850,22,"11 out 06:19:33"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.28,"0.01","0.041",37,2,2,"  LINHA","  PONTO","17","Cruzada_Ar1_Linha_17e7_20131011CD.txt","2013","10","11","06","19","bom"
17,800,"T",950,115,"11/27/2008 07:32"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.89,"0.1","0.249",0,14,2,"  LINHA","  PONTO","17","LAI_ABC_novembro2008_13a18.txt","2008","11","27","7","32","bom"
17,800,"E",200,8,"03/11/2009 06:40"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.12,"0.01","0.217",57,10,2,"  LINHA","  PONTO","17","LAI_ABC_marco2009_17a18.txt","2009","3","11","6","40","bom"
17,800,"AA",10,3,"09 out 06:11:39"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0,"0,00","0,000",0,0,0,"  LINHA","  PONTO","17","Cruzada_Ar1_linha_17_20151009AB.txt","2015","10","09","06","11","bom"
17,800,"R",850,23,"28/09/2017 06:27"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.7,"0,01","0,139",47,9,2,"  LINHA","  PONTO","17","Cruzada_Ar1_Linha_17_20170928AB.TXT","2017","09","28","01"," 0","bom"
17,800,"C",100,98,"11/27/2008 07:20"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.97,"0.16","0.031",42,10,2,"  LINHA","  PONTO","17","LAI_ABC_novembro2008_13a18.txt","2008","11","27","7","20","bom"
17,800,"T",950,69,"6/17/2009 07:41"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.48,"0.01","0.337",0,40,2,"  LINHA","  PONTO","17","LAI_ABC_junho2009_15a18.txt","2009","6","17","7","41","bom"
17,800,"K",500,60,"6/17/2009 07:32"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.21,"0.02","0.045",42,12,2,"  LINHA","  PONTO","17","LAI_ABC_junho2009_15a18.txt","2009","6","17","7","32","bom"
17,800,"U",1000,17,"20240315 07:58:26","2.0.3","11110","Horizontal","a-p-s",5.3,"0","0.03",40,4,1,"LINHA","PONTO","17","U0S.17","2024","3","15","07","","bom"
17,800,"H",350,36,"3/16/2012 06:40"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.43,"0,01","0,169",42,1,2,"  LINHA","  PONTO","17","LAI_ABC_marco2012_16a18.txt","2012","3","16","6","40","bom"
17,800,"M",600,16,"07/11/2012 06:36"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.02,"0,00","0,503",90,27,2,"  LINHA","  PONTO","17","LAI_ABC_julho2012_17e18.txt","2012","7","11","6","36","bom"
17,800,"B",50,42,"08/12/2017 06:59"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0,"0","0",0,0,0,"  LINHA","  PONTO","17","LAI_ABC_dezembro2011_16a17.txt","2011","12","12","6","59","bom"
17,800,"E",200,85,"01/12/2012 07:23"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",5.77,"0.01","0.014",41,2,2,"  LINHA","  PONTO","17","LAI_ABC_janeiro2012_17e23e25e27.txt","2012","1","12","7","23","bom"
17,800,"S",900,25,"9/15/2010 07:39"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0.91,"0.01","0.509",31,8,2,"  LINHA","  PONTO","17","LAI_ABC_setembro2010_16a17.txt","2010","9","15","7","39","bom"
17,800,"AB",20,17,"20230914 06:33:41","2.0.3","11110","Horizontal","a-p-s",1.8,"0","0.368",90,0,1,"LINHA","PONTO","17","ABS.17","2023","9","14","06","","bom"
17,800,"T",950,23,"02/02/2017 07:10"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",5.31,"0","0.033",62,12,2,"  LINHA","  PONTO","17","LAI_ABC_fevereiro2011_17.txt","2011","2","2","7","10","bom"
17,800,"C",100,96,"29 nov 06:30:28"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.14,"0,01","0,049",38,3,2,"  LINHA","  PONTO","17     ","Cruzada_Ar1_Linha_17_20181129AB.TXT","2018","11","29","06","30","bom"
17,800,"E",200,39,"08/12/2017 06:57"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0.88,"0","0.522",0,53,2,"  LINHA","  PONTO","17","LAI_ABC_dezembro2011_16a17.txt","2011","12","12","6","57","bom"
17,800,"S",900,71,"3/16/2011 07:41"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0.79,"0.04","0.58",0,90,2,"  LINHA","  PONTO","17","LAI_ABC_marco2011_14a18.txt","2011","3","16","7","41","bom"
17,800,"K",500,14,"07/11/2012 06:34"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0.96,"0,00","0,512",64,12,2,"  LINHA","  PONTO","17","LAI_ABC_julho2012_17e18.txt","2012","7","11","6","34","bom"
17,800,"L",550,15,"03/04/2013 06:35"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0,"0","0",0,0,0,"  LINHA","  PONTO","17","LAI_ABC_marco2013.txt","2013","3","4","6","35","bom"
17,800,"O",700,84,"29 nov 06:19:45"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.07,"0,01","0,127",45,17,2,"  LINHA","  PONTO","17     ","Cruzada_Ar1_Linha_17_20181129AB.TXT","2018","11","29","06","19","bom"
17,800,"N",650,171,"06/11/2008 07:08"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.98,"0","0.217",51,39,2,"  AREA1","  PONTO","17","LAI_ABC_junho2008_16a19.txt","2008","6","11","7","8","bom"
17,800,"I",400,13,"11/10/2013 06:10"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0.44,"0","0.725",0,0,2,"  LINHA","  PONTO","17","LAI_ABC_outubro_20131008.txt","2013","10","10","6","10","bom"
17,800,"T",950,24,"09 out 06:29:41"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.49,"0,04","0,133",61,9,2,"  LINHA","  PONTO","17","Cruzada_Ar1_linha_17_20151009AB.txt","2015","10","09","06","29","bom"
17,800,"AA",10,3,"11/10/2013 06:02"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.22,"0.01","0.431",41,22,2,"  LINHA","  PONTO","17","LAI_ABC_outubro_20131008.txt","2013","10","10","6","2","bom"
17,800,"J",450,13,"07/11/2012 06:33"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0.82,"0,00","0,557",64,10,2,"  LINHA","  PONTO","17","LAI_ABC_julho2012_17e18.txt","2012","7","11","6","33","bom"
17,800,"U",1000,17,"20240209 08:16:14","2.0.3","11110","Horizontal","a-p-s",4.82,"0","0.054",63,9,1,"LINHA","PONTO","17","U0D.14","2024","2","9","08","","bom"
17,800,"R",850,72,"23/08/2017 06:55"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0.82,"0","0.559",46,16,2,"  LINHA","  PONTO","17","LAI_ABC_agosto2011_16a17.txt","2011","8","8","6","55","bom"
17,800,"A",0,47,"6/17/2009 07:20"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.4,"0","0.081",42,5,2,"  LINHA","  PONTO","17","LAI_ABC_junho2009_15a18.txt","2009","6","17","7","20","bom"
17,800,"C",100,17,"20231207 06:36:43","2.0.3","11110","Horizontal","a-p-s",5.15,"0","0.044",46,13,1,"LINHA","PONTO","17","C0D.14","2023","12","7","06","","bom"
17,800,"O",700,29,"08/12/2017 06:46"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0.85,"0","0.553",0,0,2,"  LINHA","  PONTO","17","LAI_ABC_novembro2011_16a17.txt","2011","11","12","6","46","bom"
17,800,"O",700,18,"07 out 06:27:39"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.28,"0.02","0.072",56,6,2,"  LINHA","  PONTO","17","Cruzada_Ar1_Linha_17_20141007AB.txt","2014","10","07","06","27","bom"
17,800,"AB",20,43,"3/16/2012 06:45"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.48,"0,00","0,345",34,10,2,"  LINHA","  PONTO","17","LAI_ABC_marco2012_16a18.txt","2012","3","16","6","45","bom"
17,800,"AA",10,44,"9/15/2010 08:04"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0.59,"0","0.691",50,40,2,"  LINHA","  PONTO","17","LAI_ABC_setembro2010_16a17.txt","2010","9","15","8","4","bom"
17,800,"Q",800,68,"04/09/2005 08:07"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.68,"0","0.082",42,15,2,,,"17LV   ","LAI_ABC_abril2005_15a18.txt","2005","4","9","8","7","bom"
17,800,"K",500,15,"26 mar 06:39:10"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.49,"0","0.083",58,10,2,"  LINHA","  PONTO","17","Cruzada_Ar1_Linha_17_20140326AB.txt","2014","03","26","06","39","bom"
17,800,"K",500,88,"29 nov 06:23:15"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.42,"0,06","0,125",43,20,2,"  LINHA","  PONTO","17     ","Cruzada_Ar1_Linha_17_20181129AB.TXT","2018","11","29","06","23","bom"
17,800,"R",850,69,"04/09/2005 08:09"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",5.63,"0","0.016",41,2,2,,,"17LV   ","LAI_ABC_abril2005_15a18.txt","2005","4","9","8","9","bom"
17,800,"AB",20,4,"03/04/2013 06:23"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0,"0","0",0,0,0,"  LINHA","  PONTO","17","LAI_ABC_marco2013.txt","2013","3","4","6","23","bom"
17,800,"T",950,70,"23/08/2017 06:52"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.18,"0","0.426",35,6,2,"  LINHA","  PONTO","17","LAI_ABC_agosto2011_16a17.txt","2011","8","8","6","52","bom"
17,800,"F",250,55,"6/17/2009 07:27"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.39,"0.01","0.039",45,13,2,"  LINHA","  PONTO","17","LAI_ABC_junho2009_15a18.txt","2009","6","17","7","27","bom"
17,800,"P",750,17,"20231208 06:48:29","2.0.3","11110","Horizontal","a-p-s",3.19,"0","0.132",43,10,1,"LINHA","PONTO","17","P0D.14","2023","12","8","06","","bom"
17,800,"I",400,104,"17 abr 07:21:42"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.11,"0.01","0.075",36,18,2,"  LINHA","  PONTO","17","Cruzada_Ar1_Linha_13,15e17_20150417AB.txt","2015","04","17","07","21","bom"
17,800,"T",950,23,"11/14/2007 06:26"," 1  1  0  0  0","11110","Horizontal","F-P-S (dflt)",3.96,"0","0.07",60,3,1,"LINHA  ","PONTO  ","17","LAI_ABC_novembro2007_17a20.txt","2007","11","14","6","26","bom"
17,800,"E",200,100,"17 abr 07:18:31"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.42,"0.02","0.198",62,4,2,"  LINHA","  PONTO","17","Cruzada_Ar1_Linha_13,15e17_20150417AB.txt","2015","04","17","07","18","bom"
17,800,"C",100,6,"09 out 06:13:49"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.15,"0,01","0,295",57,33,2,"  LINHA","  PONTO","17","Cruzada_Ar1_linha_17_20151009AB.txt","2015","10","09","06","13","bom"
17,800,"P",750,19,"02/02/2017 07:05"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",5.4,"0.01","0.028",62,9,2,"  LINHA","  PONTO","17","LAI_ABC_fevereiro2011_17.txt","2011","2","2","7","5","bom"
17,800,"O",700,18,"07/11/2012 06:38"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.25,"0,01","0,427",72,12,2,"  LINHA","  PONTO","17","LAI_ABC_julho2012_17e18.txt","2012","7","11","6","38","bom"
17,800,"P",750,111,"11/27/2008 07:30"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.99,"0.01","0.056",41,1,2,"  LINHA","  PONTO","17","LAI_ABC_novembro2008_13a18.txt","2008","11","27","7","30","bom"
17,800,"N",650,17,"07/11/2012 06:37"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.09,"0,00","0,465",66,8,2,"  LINHA","  PONTO","17","LAI_ABC_julho2012_17e18.txt","2012","7","11","6","37","bom"
17,800,"A",0,49,"08/08/2005 07:53"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.6,"0","0.311",42,3,2,,,"17","LAI_ABC_agosto2005_15a18.txt","2005","8","8","7","53","bom"
17,800,"M",600,16,"02/02/2017 07:02"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.82,"0.04","0.038",60,17,2,"  LINHA","  PONTO","17","LAI_ABC_fevereiro2011_17.txt","2011","2","2","7","2","bom"
17,800,"A",0,1,"7/27/2007 06:54"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.59,"0.02","0.095",73,13,2,"LINHA  ","PONTO  ","17","LAI_ABC_julho2007_17a20.txt","2007","7","27","6","54","bom"
17,800,"G",300,37,"08/12/2017 06:55"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.42,"0.01","0.086",43,1,2,"  LINHA","  PONTO","17","LAI_ABC_dezembro2011_16a17.txt","2011","12","12","6","55","bom"
17,800,"F",250,38,"08/12/2017 06:56"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.97,"0.01","0.113",39,5,2,"  LINHA","  PONTO","17","LAI_ABC_novembro2011_16a17.txt","2011","11","12","6","56","bom"
17,800,"O",700,18,"03/11/2009 06:50"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.46,"0.01","0.169",42,2,2,"  LINHA","  PONTO","17","LAI_ABC_marco2009_17a18.txt","2009","3","11","6","50","bom"
17,800,"B",50,17,"20230622 07:13:29","2.0.3","11110","Horizontal","a-p-s",4.5,"0","0.053",55,8,1,"LINHA","PONTO","17","B0S.14","2023","6","22","07","","bom"
17,800,"K",500,33,"3/16/2012 06:38"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.53,"0,00","0,155",44,3,2,"  LINHA","  PONTO","17","LAI_ABC_marco2012_16a18.txt","2012","3","16","6","38","bom"
17,800,"A",0,2,"11/14/2007 06:06"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.3,"0.24","0.41",67,6,2,"LINHA  ","PONTO  ","17","LAI_ABC_novembro2007_17a20.txt","2007","11","14","6","6","bom"
17,800,"G",300,102,"11/27/2008 07:23"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.79,"0.16","0.03",43,7,2,"  LINHA","  PONTO","17","LAI_ABC_novembro2008_13a18.txt","2008","11","27","7","23","bom"
17,800,"E",200,94,"29 nov 06:28:35"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.85,"0,00","0,063",43,6,2,"  LINHA","  PONTO","17     ","Cruzada_Ar1_Linha_17_20181129AB.TXT","2018","11","29","06","28","bom"
17,800,"E",200,8,"02/02/2017 06:52"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.59,"0.01","0.048",64,12,2,"  LINHA","  PONTO","17","LAI_ABC_fevereiro2011_17.txt","2011","2","2","6","52","bom"
17,800,"K",500,14,"05/12/2010 06:42"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.22,"0.03","0.122",61,4,2,"  LINHA","  PONTO","17","LAI_ABC_maio2010_17a18.txt","2010","5","12","6","42","bom"
17,800,"O",700,18,"05/12/2010 06:46"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.7,"0","0.092",63,3,2,"  LINHA","  PONTO","17","LAI_ABC_maio2010_17a18.txt","2010","5","12","6","46","bom"
17,800,"AB",20,17,"20230509 07:47:04","2.0.3","11110","Horizontal","a-p-s",2.46,"0","0.237",25,54,1,"LINHA","PONTO","17","ABS.17","2023","5","9","07","","bom"
17,800,"R",850,22,"09 out 06:27:34"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.85,"0,02","0,089",65,1,2,"  LINHA","  PONTO","17","Cruzada_Ar1_linha_17_20151009AB.txt","2015","10","09","06","27","bom"
17,800,"T",950,165,"06/11/2008 07:01"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.14,"0.01","0.436",0,0,2,"  AREA1","  PONTO","17","LAI_ABC_junho2008_16a19.txt","2008","6","11","7","1","bom"
17,800,"AB",20,89,"23/08/2017 07:09"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0.88,"0","0.53",41,4,2,"  LINHA","  PONTO","17","LAI_ABC_agosto2011_16a17.txt","2011","8","8","7","9","bom"
17,800,"A",0,2,"09 out 06:11:17"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.88,"0,01","0,127",48,2,2,"  LINHA","  PONTO","17","Cruzada_Ar1_linha_17_20151009AB.txt","2015","10","09","06","11","bom"
17,800,"H",350,12,"09 out 06:18:45"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0,"0,00","0,000",0,0,0,"  LINHA","  PONTO","17","Cruzada_Ar1_linha_17_20151009AB.txt","2015","10","09","06","18","bom"
17,800,"AA",10,90,"01/12/2012 07:26"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",6.31,"0.01","0.01",43,2,2,"  LINHA","  PONTO","17","LAI_ABC_janeiro2012_17e23e25e27.txt","2012","1","12","7","26","bom"
17,800,"Q",800,66,"15/12/2017 07:12"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.07,"0.01","0.486",42,19,2,"  LINHA","  PONTO","17","LAI_ABC_dezembro2010_13e15e17.txt","2010","12","12","7","12","bom"
17,800,"F",250,55,"15/12/2017 07:02"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.6,"0","0.074",40,15,2,"  LINHA","  PONTO","17","LAI_ABC_dezembro2010_13e15e17.txt","2010","12","12","7","2","bom"
17,800,"U",1000,78,"29 nov 06:14:50"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.01,"0,00","0,185",65,14,2,"  LINHA","  PONTO","17     ","Cruzada_Ar1_Linha_17_20181129AB.TXT","2018","11","29","06","14","bom"
17,800,"M",600,31,"3/16/2012 06:36"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.76,"0,00","0,133",44,6,2,"  LINHA","  PONTO","17","LAI_ABC_marco2012_16a18.txt","2012","3","16","6","36","bom"
17,800,"H",350,103,"17 abr 07:20:52"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0,"0","0",0,0,0,"  LINHA","  PONTO","17","Cruzada_Ar1_Linha_13,15e17_20150417AB.txt","2015","04","17","07","20","bom"
17,800,"N",650,17,"24 nov 06:15:23"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.427732,"0,01","0,048",90,0,2,"  LINHA","  PONTO","17","Cruzada_Ar1_Linha_17_20161124CD.txt","2016","11","24","06","15","corr"
17,800,"S",900,22,"22/09/2017 06:47"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.91,"0","0.055",43,10,2,"  LINHA","  PONTO","17","LAI_ABC_setembro2011_17.txt","2011","9","9","6","47","bom"
17,800,"E",200,8,"7/27/2007 07:01"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",5.28,"0.01","0.026",55,2,2,"LINHA  ","PONTO  ","17","LAI_ABC_julho2007_17a20.txt","2007","7","27","7","1","bom"
17,800,"Q",800,20,"22/09/2017 06:45"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.18,"0.01","0.102",41,8,2,"  LINHA","  PONTO","17","LAI_ABC_setembro2011_17.txt","2011","9","9","6","45","bom"
17,800,"R",850,21,"24 nov 06:19:58"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.222036,"0,00","0,012",90,19,2,"  LINHA","  PONTO","17","Cruzada_Ar1_Linha_17_20161124CD.txt","2016","11","24","06","19","corr"
17,800,"AA",10,99,"29 nov 06:32:59"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.45,"0,09","0,096",61,11,2,"  LINHA","  PONTO","17     ","Cruzada_Ar1_Linha_17_20181129AB.TXT","2018","11","29","06","32","bom"
17,800,"I",400,58,"15/12/2017 07:05"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.73,"0","0.287",0,45,2,"  LINHA","  PONTO","17","LAI_ABC_dezembro2010_13e15e17.txt","2010","12","12","7","5","bom"
17,800,"R",850,22,"11/10/2013 06:19"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.28,"0.01","0.041",37,2,2,"  LINHA","  PONTO","17","LAI_ABC_outubro_20131008.txt","2013","10","10","6","19","bom"
17,800,"I",400,35,"08/12/2017 06:53"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.15,"0.01","0.437",0,0,2,"  LINHA","  PONTO","17","LAI_ABC_novembro2011_16a17.txt","2011","11","12","6","53","bom"
17,800,"D",150,99,"11/27/2008 07:20"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.32,"0","0.118",42,14,2,"  LINHA","  PONTO","17","LAI_ABC_novembro2008_13a18.txt","2008","11","27","7","20","bom"
17,800,"R",850,21,"11/14/2007 06:24"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.54,"0.45","0.172",52,12,2,"LINHA  ","PONTO  ","17","LAI_ABC_novembro2007_17a20.txt","2007","11","14","6","24","bom"
17,800,"H",350,36,"08/12/2017 06:54"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.51,"0","0.329",26,14,2,"  LINHA","  PONTO","17","LAI_ABC_dezembro2011_16a17.txt","2011","12","12","6","54","bom"
17,800,"S",900,71,"23/08/2017 06:54"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0.53,"0","0.664",0,32,2,"  LINHA","  PONTO","17","LAI_ABC_agosto2011_16a17.txt","2011","8","8","6","54","bom"
17,800,"C",100,6,"03/04/2013 06:24"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0,"0","0",0,0,0,"  LINHA","  PONTO","17","LAI_ABC_marco2013.txt","2013","3","4","6","24","bom"
17,800,"AB",20,43,"9/15/2010 08:03"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.87,"0","0.12",49,11,2,"  LINHA","  PONTO","17","LAI_ABC_setembro2010_16a17.txt","2010","9","15","8","3","bom"
17,800,"E",200,8,"07/11/2012 06:29"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0.45,"0,00","0,720",59,19,2,"  LINHA","  PONTO","17","LAI_ABC_julho2012_17e18.txt","2012","7","11","6","29","bom"
17,800,"B",50,5,"07/11/2012 06:27"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0,"0,00","0,000",0,0,0,"  LINHA","  PONTO","17","LAI_ABC_julho2012_17e18.txt","2012","7","11","6","27","bom"
17,800,"E",200,8,"09 out 06:15:39"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.25,"0,37","0,266",48,42,2,"  LINHA","  PONTO","17","Cruzada_Ar1_linha_17_20151009AB.txt","2015","10","09","06","15","bom"
17,800,"K",500,17,"20240517 06:48:28","2.0.3","11110","Horizontal","a-p-s",3.59,"0","0.114",60,9,1,"LINHA","PONTO","17","K0S.17","2024","5","17","06","","bom"
17,800,"G",300,10,"02/02/2017 06:55"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.12,"0.01","0.087",75,8,2,"  LINHA","  PONTO","17","LAI_ABC_fevereiro2011_17.txt","2011","2","2","6","55","bom"
17,800,"H",350,82,"01/12/2012 07:21"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.36,"0.01","0.088",0,0,2,"  LINHA","  PONTO","17","LAI_ABC_janeiro2012_17e23e25e27.txt","2012","1","12","7","21","bom"
17,800,"N",650,17,"05/12/2010 06:45"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.36,"0.01","0.05",60,6,2,"  LINHA","  PONTO","17","LAI_ABC_maio2010_17a18.txt","2010","5","12","6","45","bom"
17,800,"P",750,65,"6/17/2009 07:37"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.22,"0","0.096",29,13,2,"  LINHA","  PONTO","17","LAI_ABC_junho2009_15a18.txt","2009","6","17","7","37","bom"
17,800,"R",850,21,"22/09/2017 06:46"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.63,"0.01","0.068",41,9,2,"  LINHA","  PONTO","17","LAI_ABC_setembro2011_17.txt","2011","9","9","6","46","bom"
17,800,"D",150,9,"28/09/2017 06:15"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0,"0,00","0,000",0,0,0,"  LINHA","  PONTO","17","Cruzada_Ar1_Linha_17_20170928AB.TXT","2017","09","28","01"," 0","bom"
17,800,"I",400,35,"9/15/2010 07:54"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.35,"0.07","0.421",62,16,2,"  LINHA","  PONTO","17","LAI_ABC_setembro2010_16a17.txt","2010","9","15","7","54","bom"
17,800,"L",550,15,"07/11/2012 06:35"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.27,"0,00","0,415",66,8,2,"  LINHA","  PONTO","17","LAI_ABC_julho2012_17e18.txt","2012","7","11","6","35","bom"
17,800,"Edge",,17,"20230621 06:48:09","2.0.3","11110","Horizontal","a-p-s",0,"0","0",0,0,0,"LINHA","PONTO","17","BOS.17","2023","6","21","06","","bom"
17,800,"A",0,2,"11/10/2013 06:01"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.9,"0","0.257",39,7,2,"  LINHA","  PONTO","17","LAI_ABC_outubro_20131008.txt","2013","10","10","6","1","bom"
17,800,"G",300,56,"6/17/2009 07:28"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.2,"0","0.048",42,14,2,"  LINHA","  PONTO","17","LAI_ABC_junho2009_15a18.txt","2009","6","17","7","28","bom"
17,800,"J",450,13,"3/23/2007 07:53"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.62,"0","0.084",55,6,2,"LINHA  ","PONTO  ","17","LAI_ABC_marco2007_17a20.txt","2007","3","23","7","53","bom"
17,800,"A",0,2,"3/23/2007 07:45"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.61,"0","0.342",65,1,2,"LINHA  ","PONTO  ","17","LAI_ABC_marco2007_17a20.txt","2007","3","23","7","45","bom"
17,800,"O",700,29,"3/16/2012 06:35"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3,"0,00","0,108",44,12,2,"  LINHA","  PONTO","17","LAI_ABC_marco2012_16a18.txt","2012","3","16","6","35","bom"
17,800,"G",300,83,"23/08/2017 07:04"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.24,"0","0.091",47,13,2,"  LINHA","  PONTO","17","LAI_ABC_agosto2011_16a17.txt","2011","8","8","7","4","bom"
17,800,"L",550,78,"01/12/2012 07:18"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",5.87,"0","0.013",41,3,2,"  LINHA","  PONTO","17","LAI_ABC_janeiro2012_17e23e25e27.txt","2012","1","12","7","18","bom"
